temperature,vibration,power,speed,abnormal
84.04275480463762,37.75917103532694,107.24581789286735,1202.4391801719041,1
86.5122023980126,42.317804310612345,118.52075278858672,1143.038461646761,1
71.36568491862607,46.38744006242739,98.55173160513817,1307.1459078385512,1
52.48736263257057,14.826421803624463,88.34123741290375,1534.6524971363103,0
57.207603092777646,15.154104645679475,75.30590035030741,1587.0787968833897,0
58.00570438208469,17.35905064693322,77.81069599044739,1534.0465372433111,0
56.79378525293849,14.28718690772127,80.86707621993804,1500.5175968353756,0
85.69836945957431,36.53293169040954,113.34597035306805,1164.7927953778294,1
55.97032312559217,17.875141338808202,71.09282615379557,1563.449486372977,0
66.86162871659106,37.39632367386744,102.74738066050828,1244.0067277969886,1
68.2952276158222,48.41811710997166,116.2734454073813,1126.3779989312827,1
51.561235433241094,16.966966955538375,83.11298728006793,1551.8625940880577,0
40.51005157668452,21.3509005227694,79.11724277877201,1469.8714272441548,0
67.9100766968569,47.37028903227113,102.52484914158346,1179.3510933458847,1
79.0764593912744,34.512908028358254,107.46825472249886,1209.419420284484,1
86.54575879407193,33.52856026410235,106.4229537970403,1230.7248277323224,1
69.68077071296075,30.438374351643606,105.60355653757622,1185.9883661204005,1
44.350389989054655,19.99126701397333,70.66486603460615,1546.1482202942018,0
76.98798361590583,42.87911980299989,106.82626842206473,1266.0552017673906,1
88.54844886841175,47.10868097677597,101.58425182800794,1277.297134453659,1
47.11233027577258,10.22610709398335,81.0105961435766,1427.5859503803474,0
56.00376360023273,18.300995265422674,88.13159635441322,1582.091774223397,0
67.22588587174639,32.738495216191524,113.25781223059617,1140.168838728682,1
83.29427501147529,45.0874546534596,95.36618184387727,1156.397925230132,1
49.77915415113907,15.991758910002481,88.6117297738035,1599.3390234327876,0
69.42729775956282,34.80104370106231,102.79743105981525,1306.6404985754777,1
59.22064569095558,16.302593691316563,75.5463889177895,1468.0447100707347,0
85.81377871863016,32.032155504436716,106.59979733652548,1226.6846695882543,1
72.91446768483321,40.62321127696951,98.48457449163197,1222.7216812602132,1
45.547790067442705,24.993474685080642,87.2790474676752,1451.6649098760101,0
55.649167464115756,21.169645798573786,89.15177370906022,1440.3816076245064,0
59.65538416787676,21.599287601565877,70.23780866107373,1430.0424710317516,0
53.631968614972465,22.358304144352257,83.16846518975437,1488.477930602485,0
54.02644029358282,14.304223458885875,77.7046956380791,1500.679333080454,0
69.31148971396563,49.04242272739886,106.23283536177262,1231.2704744373095,1
59.862660745973166,11.825485764227947,71.55900070511638,1537.8188000305606,0
78.09063508010391,38.582263239729215,95.98427495322285,1234.4578889435556,1
45.378155359807316,18.849255357731113,71.5177898976469,1564.8370860308155,0
44.855871349153695,13.788878048570304,83.10613775034915,1492.09165911435,0
71.02756830485741,35.204805528970304,101.29611879103693,1129.0482726199891,1
66.80129213590563,37.24996412207975,111.19631689861822,1231.3606987626254,1
86.86118068755906,42.43400786640837,115.7802655422455,1170.5291959231802,1
82.08845882435378,45.095896364900064,104.92366852532263,1317.1475744953439,1
46.9314057489053,13.977500216882216,84.58253185142557,1536.7777600577324,0
49.68916486710316,22.1412688965828,82.92554235659311,1591.0554711018992,0
59.66492801369514,14.481065385637747,88.40529524209904,1584.801182586946,0
53.559265320722574,17.672197836051158,84.80545362839723,1531.7525033098136,0
48.94887273642633,10.287286698794052,71.42112794003364,1470.6304294500806,0
49.752304667582095,17.82211214151522,72.34396742128747,1588.0532907511079,0
84.02013418240249,49.007187368872664,116.46926227470868,1275.334487418466,1
75.057465119124,30.588290154131926,109.71504716600768,1300.8690399331458,1
54.89876368098806,24.30963500609914,87.84997566071374,1453.7354046705277,0
50.81767582217262,13.697490481138114,87.19653604687663,1542.2893838256064,0
51.46056986298275,10.26746607129969,72.37218208991419,1549.0672939676465,0
47.94990663844903,24.196168152222548,75.94871568231902,1400.052476279232,0
59.01055405211982,21.92297832959927,82.77520267871084,1435.2743115850387,0
44.134850132106955,17.515448238509325,73.88693122146758,1555.336368781739,0
53.19546630646456,13.832638905828215,73.5903267612765,1592.905909801993,0
40.20944930497483,19.587135349048282,72.03104155775436,1543.0386765123098,0
85.62120345724979,32.01865718202284,103.50860797205397,1140.4690967792055,1
49.19958708968139,11.210756046096643,72.97113133340956,1589.9306635442958,0
71.20080987888758,37.21770111561332,114.19955155346325,1115.8467735776853,1
45.43123664123706,19.40803415368144,83.2155208302836,1565.9548070320168,0
81.19790864615885,38.65838061310956,96.47143169084666,1337.9051268338703,1
76.71154743910631,36.03058531666851,112.63471342539212,1341.5347118499758,1
81.03134532619737,46.73416794679159,107.89622701256444,1236.7154983928526,1
67.86837758884266,42.06269702850126,103.56656252983424,1194.0078645644724,1
43.92255061427004,21.020899566385477,75.77957236728615,1462.2177760664788,0
74.46018166304411,46.65838891356114,108.45660256144433,1201.5945123085726,1
85.60369297115075,42.42337210763867,115.48124865493949,1129.5711310176182,1
50.07278738336721,24.158194613282483,77.53266266324545,1518.0295601889538,0
70.11326489277481,44.45732204492606,108.24288918817304,1134.4726560370564,1
52.350078767433125,15.158049932588671,87.68155081893984,1532.7478773379632,0
47.77786858315968,17.202811517014915,89.01632430651397,1554.952169172135,0
53.48038582805706,13.020082052584026,88.72577434745982,1573.1015041645444,0
50.31105947542189,20.047909474124285,77.86402917467433,1552.922272420588,0
82.71702361057473,45.49306358525277,95.67267528510746,1347.1093635430684,1
47.238883642109755,10.816305390519885,79.1624040533104,1460.9689233554388,0
53.88680705505142,12.512013256506325,77.97069052400057,1557.4316225305902,0
59.91700447714723,16.112136186633215,86.55938753112616,1410.155931540348,0
45.030332307382615,14.618710567665016,86.05994056381712,1442.0137474606295,0
41.75737577623606,15.198504634921058,81.91378584677685,1493.6276517841147,0
71.91818294836521,33.64472030755118,114.53566662850503,1273.874650541128,1
54.412570993554354,14.779267910807858,79.72979046044965,1557.3039771238234,0
42.70884684915362,18.029379755484115,79.27853750092838,1522.7667764363703,0
55.26181365315601,15.709849186996465,82.11135161367437,1484.39706581713,0
85.23898812009553,40.83565966620719,104.46540755635706,1220.2080857971125,1
83.2297491490698,41.03902986907396,113.25379178389281,1275.79727763395,1
42.93820793806921,18.457246253593677,73.06695927720021,1468.768920229601,0
47.26475641138197,13.192920709453364,85.53990954524083,1526.4868636465392,0
43.12316277643526,12.59791986003388,71.85028724574153,1508.7347823772727,0
89.83008325430268,39.847025766720876,102.681561175981,1262.170408159845,1
